web-scraper-order,web-scraper-start-url,paginator,bill_id,link_to_bill-href,bill_name,committees,summary
1684276788-1283,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7350,https://www.congress.gov/bill/116th-congress/house-bill/7350?s=1&r=1718,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill requires the General Services Administration to establish a common fee schedule for the processing of certain wireless facilities deployment applications, including (1) the grant of an easement, right-of-way, or lease to, in, over, or on property owned by the federal government; and (2) communications facility installation sitings."
1684276793-1284,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7351,https://www.congress.gov/bill/116th-congress/house-bill/7351?s=1&r=1717,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill allows a new tax credit for contributions to a reserve fund for low-income housing supportive services. These services include health services, job training, financial counseling, and resident engagement services and are provided at no cost to tenants of a qualified low-income building."
1684276801-1285,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7352,https://www.congress.gov/bill/116th-congress/house-bill/7352?s=1&r=1716,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill limits the authority of, and imposes deadlines on, state and local governments regarding decisions about the placement, construction, and modification of telecommunications service facilities."
1684276806-1286,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7353,https://www.congress.gov/bill/116th-congress/house-bill/7353?s=1&r=1715,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill excludes from specified environmental and historic preservation review certain projects to replace communications equipment or services.
1684276811-1287,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7354,https://www.congress.gov/bill/116th-congress/house-bill/7354?s=1&r=1714,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill directs the Forest Service to convey to Skamania County inWashington, upon request of the county, all right, title, and interest of the United States in approximately 23.4 acres of National Forest System land, related infrastructure, and all improvements on the map titled Wind River Administrative Site Conveyance Proposal and dated February 7, 2020."
1684276819-1288,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7355,https://www.congress.gov/bill/116th-congress/house-bill/7355?s=1&r=1713,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill requires the National Telecommunications and Information Administration (NTIA) to submit a report on tracking Form 299 requests. Form 299 is the application form for the right to install, construct, modify, or maintain a communications facility on federal real property."
1684276824-1289,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7356,https://www.congress.gov/bill/116th-congress/house-bill/7356?s=1&r=1712,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill imposes limits on the use of biometric surveillance systems, such as facial recognition systems, by federal and state government entities."
1684276832-1290,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7357,https://www.congress.gov/bill/116th-congress/house-bill/7357?s=1&r=1711,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill excludes certain personal wireless facility projects from specified review requirements.
1684276837-1291,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7358,https://www.congress.gov/bill/116th-congress/house-bill/7358?s=1&r=1710,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill prohibits the use of any federal funds to alter, change, destroy, or remove any name, face, or other feature on the Mount Rushmore National Memorial in South Dakota."
1684276842-1292,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7359,https://www.congress.gov/bill/116th-congress/house-bill/7359?s=1&r=1709,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill establishes the Accelerating Broadband Connectivity Fund from which the Federal Communications Commission (FCC) shall offer additional funding to certain terrestrial telecommunications carriers for specified broadband projects.
1684276847-1293,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7360,https://www.congress.gov/bill/116th-congress/house-bill/7360?s=1&r=1708,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill provides statutory authority for the 60-day time frame for a state or local government that receives a complete eligible facilities request to approve such request. Further, the bill makes other changes related to eligible facilities requests, including expanding the definition of such requests to include any requests for the modification of an existing wireless tower, base station, or eligible support structure that involves the placement, modification, or construction of equipment that improves the resiliency of the communications network and provides a direct benefit to public safety."
1684276855-1294,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7361,https://www.congress.gov/bill/116th-congress/house-bill/7361?s=1&r=1707,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill expands existing sanctions on foreign individuals and entities that engage in certain activities relating to the construction of the Nord Stream 2 and TurkStream energy pipelines.
1684276860-1295,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7362,https://www.congress.gov/bill/116th-congress/house-bill/7362?s=1&r=1706,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill limits the authority of, and imposes deadlines on, state and local governments regarding decisions about the placement, construction, and modification of personal wireless service facilities."
1684276865-1296,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7363,https://www.congress.gov/bill/116th-congress/house-bill/7363?s=1&r=1705,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill prohibits a state or political subdivision thereof from providing or selling broadband internet access service. Such provision or sale may continue if there is no more than one other commercial provider of broadband internet access that provides competition in a particular area.
1684276870-1297,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7364,https://www.congress.gov/bill/116th-congress/house-bill/7364?s=1&r=1704,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill establishes deadlines for a cable franchising authority to act on a complete request for a new franchise and on a complete non-emergency request for authorization to modify or upgrade a cable system or facility.
1684276875-1298,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7365,https://www.congress.gov/bill/116th-congress/house-bill/7365?s=1&r=1703,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill requires at least 10% of funding made available in a fiscal year for the low or no emissions competitive grant program for buses and bus facilities to be distributed to projects serving predominantly low-income communities. The bill defines a low-income community as any population census tract if (1) the poverty rate for such tract is at least 20%; or (2) the tract is not located within a metropolitan area and the median family income for such tract does not exceed 80% of statewide median family income, or the tract is located within a metropolitan area and the median family income does not exceed the 80% or the metropolitan area median family income."
1684276880-1299,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7366,https://www.congress.gov/bill/116th-congress/house-bill/7366?s=1&r=1702,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill revises several aspects of patent law.
1684276885-1300,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7367,https://www.congress.gov/bill/116th-congress/house-bill/7367?s=1&r=1701,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill requires the National Telecommunications and Information Administration (NTIA) to submit a report every 60 days describing whether the Department of the Interior and the Department of Agriculture have established online portals for the acceptance, processing, and disposal of a Form 299, as well as any barriers to the establishment of such portals. Form 299 is the application form for the right to install, construct, modify, or maintain a communications facility on federal real property. Both agencies shall notify the NTIA not later than three business days after establishing their online portals."
1684276890-1301,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7368,https://www.congress.gov/bill/116th-congress/house-bill/7368?s=1&r=1700,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill modifies the regulatory requirement for the referral of a member of the Armed Forces for a mental health evaluation. It requires that commanding officers or supervisors make referrals as soon as practicable and that the referral process protect the confidentiality of the member.
1684276895-1302,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7369,https://www.congress.gov/bill/116th-congress/house-bill/7369?s=1&r=1699,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill modifies the term and termination of cable franchises.
1684276901-1303,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7370,https://www.congress.gov/bill/116th-congress/house-bill/7370?s=1&r=1698,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill modifies provisions related to Chapter 11 bankruptcy, which typically involves the reorganization of a debtor company's assets and debts. Specifically, the bill (1) expands available claims and priorities for employees and retirees, and (2) places additional restrictions on the compensation of executives and other high level employees."
1684276906-1304,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7371,https://www.congress.gov/bill/116th-congress/house-bill/7371?s=1&r=1697,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,
1684276911-1305,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7372,https://www.congress.gov/bill/116th-congress/house-bill/7372?s=1&r=1696,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill authorizes all members of the Armed Forces—including reservists or those in the National Guard and regardless of their duty status—to claim independent student status when applying for federal financial aid. Currently, active duty service members and veterans of the Armed Forces may claim such independent student status."
1684276916-1306,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7373,https://www.congress.gov/bill/116th-congress/house-bill/7373?s=1&r=1695,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill excludes certain communications facility replacement projects from specified review requirements.
1684276921-1307,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7374,https://www.congress.gov/bill/116th-congress/house-bill/7374?s=1&r=1694,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill modifies review requirements for deployment of a small personal wireless service facility and establishes a presumption related to the deployment of wireless facilities on properties owned by an Indian tribe or a Native Hawaiian organization.
1684276926-1308,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7375,https://www.congress.gov/bill/116th-congress/house-bill/7375?s=1&r=1693,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill directs the Securities and Exchange Commission to specify that a business development company is not considered an acquired fund for the purpose of certain fee and expense calculations as part of investment company registration statements.
1684276931-1309,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7376,https://www.congress.gov/bill/116th-congress/house-bill/7376?s=1&r=1692,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill establishes an advisory board on national security innovation within the Defense Innovation Unit of the Department of Defense (DOD). It also extends through December 31, 2026, the DOD pilot program on assessing the feasibility of increasing the defense industrial base to support (1) production needs to meet military requirements, and (2) manufacturing and production of emerging defense and commercial technologies."
1684276936-1310,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7377,https://www.congress.gov/bill/116th-congress/house-bill/7377?s=1&r=1691,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill requires the Department of Agriculture and the Department of the Interior to establish online portals for the acceptance, processing, and disposal of a Form 299. Form 299 is the application form for the right to install, construct, modify, or maintain a communications facility on federal real property."
1684276941-1311,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7378,https://www.congress.gov/bill/116th-congress/house-bill/7378?s=1&r=1690,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill excludes certain communications facility deployment or modification projects from specified review requirements.
1684276946-1312,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7379,https://www.congress.gov/bill/116th-congress/house-bill/7379?s=1&r=1689,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,
1684276951-1313,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7380,https://www.congress.gov/bill/116th-congress/house-bill/7380?s=1&r=1688,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill requires the Department of Education to, within 30 days, cancel the obligation of historically Black colleges and universities to repay the balance of principal and interest due on their capital financing loans."
1684276956-1314,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7381,https://www.congress.gov/bill/116th-congress/house-bill/7381?s=1&r=1687,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"Currently, it is a crime to willfully injure or destroy a monument that commemorates a person who served in the Armed Forces."
1684276961-1315,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7382,https://www.congress.gov/bill/116th-congress/house-bill/7382?s=1&r=1686,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill authorizes the Department of Defense to approve constructive credit towards retirement for a reservist of the Armed Forces who cannot complete minimum annual training requirements due to the COVID-19 (i.e., coronavirus disease 2019) national emergency."
1684276966-1316,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7383,https://www.congress.gov/bill/116th-congress/house-bill/7383?s=1&r=1685,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,
1684276971-1317,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7384,https://www.congress.gov/bill/116th-congress/house-bill/7384?s=1&r=1684,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill requires a state or local government that receives funds under the Edward Byrne Memorial Justice Assistance Grant Program to maintain a system for sharing disciplinary records of law enforcement officers. It also requires the Department of Justice to award a one-time grant to states to establish a system for sharing disciplinary records.
1684276976-1318,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7385,https://www.congress.gov/bill/116th-congress/house-bill/7385?s=1&r=1683,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,
1684276981-1319,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7386,https://www.congress.gov/bill/116th-congress/house-bill/7386?s=1&r=1682,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill requires manufactured housing communities and home parks to meet minimum consumer protections to be eligible for certain federally-backed loans for the construction, substantial rehabilitation, or purchase of these communities. Specifically, the Department of Housing and Urban Development is prohibited from insuring such a loan, and Fannie Mae and Freddie Mac are prohibited from purchasing such a loan, unless a borrower provides specified tenant protections, including"
1684276986-1320,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7387,https://www.congress.gov/bill/116th-congress/house-bill/7387?s=1&r=1681,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill requires the National Oceanic and Atmospheric Administration (NOAA) to establish a grant program to provide funding and technical assistance to states, tribal and local governments, and other entities to carry out projects that restore a marine, estuarine, coastal, or Great Lakes habitat, or to provide adaptation to climate change that protects coastal communities from sea level rise, coastal storms, or flooding, and blue carbon projects."
1684276991-1321,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7388,https://www.congress.gov/bill/116th-congress/house-bill/7388?s=1&r=1680,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill reduces reporting requirements for recipients of Revolving Loan Fund grants, which provide funds to capitalize lending programs for businesses that cannot obtain traditional bank financing."
1684276996-1322,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7389,https://www.congress.gov/bill/116th-congress/house-bill/7389?s=1&r=1679,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill directs the Department of Transportation to award competitive five-year grants (Freedom to Move Grants) to states, local governments, transit agencies, and non-profit organizations in both rural and urban areas to cover the lost fare revenue for fare-free public transportation and improve public transportation."
1684277001-1323,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7390,https://www.congress.gov/bill/116th-congress/house-bill/7390?s=1&r=1678,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,
1684277006-1324,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7391,https://www.congress.gov/bill/116th-congress/house-bill/7391?s=1&r=1677,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill modifies requirements relating to coverage of telehealth services under Medicare. Specifically, the bill removes restrictions that require the originating site (i.e., the location of the beneficiary) to be in a rural area, and allows the home of a beneficiary to serve as the originating site for all services (rather than for only certain services)."
1684277011-1325,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7392,https://www.congress.gov/bill/116th-congress/house-bill/7392?s=1&r=1676,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill requires the Department of Defense (DOD) to publicly disclose the results of any testing for perfluoroalkyl or polyfluoroalkyl substances (i.e., PFAS) conducted on military installations or formerly used defense sites. Prior to conducting any testing for PFAS, DOD must also provide written notice to the managers of the public water system and the publicly owned treatment works serving the areas located immediately adjacent to the military installation where such testing is to occur."
1684277016-1326,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7393,https://www.congress.gov/bill/116th-congress/house-bill/7393?s=1&r=1675,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill directs the Department of Agriculture to establish a voluntary program to certify technical assistance providers and third-party verifiers that assist farmers, ranchers, or private forest landowners in preventing or mitigating greenhouse gas emissions, sequestering carbon, or verifying processes described in protocols for greenhouse gas credit markets."
1684277021-1327,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7394,https://www.congress.gov/bill/116th-congress/house-bill/7394?s=1&r=1674,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill establishes the Business Interruption Relief Program within the Department of the Treasury to provide financial assistance to insurers that voluntarily pay benefits under certain policies for COVID-19 (i.e., coronavirus disease 2019) losses. Specifically, insurers qualify for the program if the insurer has at least one outstanding and existing policy for business interruption coverage that (1) expressly covers losses during a civil authority shutdown as a result of the COVID-19 pandemic, and (2) expressly excludes coverage for a virus. Participation in the program is voluntary."
1684277026-1328,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7395,https://www.congress.gov/bill/116th-congress/house-bill/7395?s=1&r=1673,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill subjects a person to a fine if the person purchases a U.S. flag that is not 100% domestically made. Federal agencies are prohibited from purchasing such a flag.
1684277031-1329,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7396,https://www.congress.gov/bill/116th-congress/house-bill/7396?s=1&r=1672,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill establishes requirements concerning the posting of agency guidance documents. Specifically, an agency must (1) publish guidance documents online on the dates they are issued, (2) publish all of its guidance documents that are in effect in a single location on a designated website, (3) display a hyperlink on its website that provides access to the guidance documents on such website, and (4) indicate on such website if a guidance document has been rescinded."
1684277036-1330,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7397,https://www.congress.gov/bill/116th-congress/house-bill/7397?s=1&r=1671,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,
1684277041-1331,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7398,https://www.congress.gov/bill/116th-congress/house-bill/7398?s=1&r=1670,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,
1684277046-1332,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7399,https://www.congress.gov/bill/116th-congress/house-bill/7399?s=1&r=1669,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill requires the Environmental Protection Agency (EPA) to conduct a study and report on whether it is feasible for agencies to factor in the shadow price of carbon in their internal decision-making processes for procurement, acquisitions, contracting, and other investments. The shadow price of carbon means the hypothetical surcharge to market prices for goods or services that involve significant carbon dioxide emissions in their supply chain."
